Internal Name,Localized Name,Item Type,Description,Source Mod
"DvergerArbalest","Arbalest","Item","$item_crossbow_arbalest_description","Valheim"
"DvergerArbalest_shoot","Arbalest","Weapon","$item_crossbow_arbalest_description","Valheim"
"DvergerArbalest_shootAshlands","Arbalest","Weapon","$item_crossbow_arbalest_description","Valheim"
"DvergerAshlands","Dvergr Rogue","Creature","","Valheim"
"DvergerMage","Dvergr Mage","Creature","","Valheim"
"DvergerMageFire","Dvergr Mage","Creature","","Valheim"
"DvergerMageIce","Dvergr Mage","Creature","","Valheim"
"DvergerMageSupport","Dvergr Mage","Creature","","Valheim"
"DvergerStaffSupport","Club","Item","$item_club_description","Valheim"
"DvergerTest","[enemy_dverger]","Creature","","Valheim"
"DvergrKey","Sealbreaker","Item","$item_dvergrkey_description","Valheim"
"DvergrKeyFragment","Sealbreaker Fragment","Item","$item_dvergrkeyfragment_description","Valheim"
"DvergrNeedle","Dvergr Extractor","Item","$item_dvergrneedle_description","Valheim"
"dvergrprops_banner","dvergrprops_banner","Undefined","","Valheim"
"dvergrprops_barrel","dvergrprops_barrel","Undefined","","Valheim"
"dvergrprops_bed","dvergrprops_bed","Undefined","","Valheim"
"dvergrprops_chair","dvergrprops_chair","Undefined","","Valheim"
"dvergrprops_crate","Crate","Undefined","","Valheim"
"dvergrprops_crate_ashlands","Crate","Undefined","","Valheim"
"dvergrprops_crate_long","Dvergr Component Crate","Undefined","","Valheim"
"dvergrprops_curtain","dvergrprops_curtain","Undefined","","Valheim"
"dvergrprops_hooknchain","dvergrprops_hooknchain","Undefined","","Valheim"
"dvergrprops_lantern","dvergrprops_lantern","Undefined","","Valheim"
"dvergrprops_lantern_standing","dvergrprops_lantern_standing","Undefined","","Valheim"
"dvergrprops_pickaxe","dvergrprops_pickaxe","Undefined","","Valheim"
"dvergrprops_shelf","dvergrprops_shelf","Undefined","","Valheim"
"dvergrprops_stool","dvergrprops_stool","Undefined","","Valheim"
"dvergrprops_table","dvergrprops_table","Undefined","","Valheim"
"dvergrprops_wood_beam","dvergrprops_wood_beam","Undefined","","Valheim"
"dvergrprops_wood_pole","dvergrprops_wood_pole","Undefined","","Valheim"
"dvergrprops_wood_stake","dvergrprops_wood_stake","Undefined","","Valheim"
"dvergrprops_wood_stakewall","dvergrprops_wood_stakewall","Undefined","","Valheim"
"dvergrprops_wood_wall","dvergrprops_wood_wall","Undefined","","Valheim"
"dvergrtown_stair_corner_wood_left","dvergrtown_stair_corner_wood_left","Undefined","","Valheim"
"dvergrtown_wood_beam","dvergrtown_wood_beam","Undefined","","Valheim"
"dvergrtown_wood_crane","dvergrtown_wood_crane","Undefined","","Valheim"
"dvergrtown_wood_pole","dvergrtown_wood_pole","Undefined","","Valheim"
"dvergrtown_wood_support","dvergrtown_wood_support","Undefined","","Valheim"
"dvergrtown_wood_wall01","dvergrtown_wood_wall01","Undefined","","Valheim"
"dvergrtown_wood_wall02","dvergrtown_wood_wall02","Undefined","","Valheim"
"dvergrtown_wood_wall03","dvergrtown_wood_wall03","Undefined","","Valheim"
"DyrnwynBladeFragment","Dyrnwyn Blade Fragment","Item","$item_Dyrnwyn_blade_description","Valheim"
"DyrnwynHiltFragment","Dyrnwyn Hilt Fragment","Item","$item_Dyrnwyn_hilt_description","Valheim"
"DyrnwynTipFragment","Dyrnwyn Tip Fragment","Item","$item_Dyrnwyn_tip_description","Valheim"
"Eikthyr","Eikthyr","Creature","","Valheim"
"Eitr","Refined Eitr","Item","$item_eitr_description","Valheim"
"ElderBark","Ancient Bark","Item","$item_elderbark_description","Valheim"
"Entrails","Entrails","Item","$item_entrails_description","Valheim"
"EvilHeart_Forest","EvilHeart_Forest","Undefined","","Valheim"
"EvilHeart_Swamp","EvilHeart_Swamp","Undefined","","Valheim"
"Eyescream","Eyescream","Food","$item_eyescream_description","Valheim"
"Fader","Fader","Creature","","Valheim"
"FaderDrop","Fader Relic","Item","$item_fader_drop_description","Valheim"
"FallenValkyrie","Fallen Valkyrie","Creature","","Valheim"
"fallenvalkyrie_screech","Fallen Valkyrie Claws","Weapon","","Valheim"
"fallenvalkyrie_swoopattack","Fallen Valkyrie swooping","Weapon","","Valheim"
"fallenvalkyrie_wingspin","Fallen Valkyrie Wingspin","Weapon","","Valheim"
"FeastAshlands","Ashlands Gourmet Bowl","Food","","Valheim"
"FeastAshlands_Material","Ashlands Gourmet Bowl","Item","$item_feastashlands_description","Valheim"
"FeastBlackforest","Black Forest Buffet Platter","Food","","Valheim"
"FeastBlackforest_Material","Black Forest Buffet Platter","Item","$item_feastblackforest_description","Valheim"
"Feaster","Serving Tray","Item","$item_feaster_description","Valheim"
"FeastMeadows","Whole Roasted Meadow Boar","Food","","Valheim"
"FeastMeadows_Material","Whole Roasted Meadow Boar","Item","$item_feastmeadows_description","Valheim"
"FeastMistlands","Mushrooms Galore á la Mistlands","Food","","Valheim"
"FeastMistlands_Material","Mushrooms Galore á la Mistlands","Item","$item_feastmistlands_description","Valheim"
"FeastMountains","Hearty Mountain Logger's Stew","Food","","Valheim"
"FeastMountains_Material","Hearty Mountain Logger's Stew","Item","$item_feastmountains_description","Valheim"
"FeastOceans","Sailor's Bounty","Food","","Valheim"
"FeastOceans_Material","Sailor's Bounty","Item","$item_feastoceans_description","Valheim"
"FeastPlains","Plains Pie Picnic","Food","","Valheim"
"FeastPlains_Material","Plains Pie Picnic","Item","$item_feastplains_description","Valheim"
"FeastSwamps","Swamp Dweller's Delight","Food","","Valheim"
"FeastSwamps_Material","Swamp Dweller's Delight","Item","$item_feastswamps_description","Valheim"
"Feathers","Feathers","Item","$item_feathers_description","Valheim"
"Fenring","Fenring","Creature","","Valheim"
"Fenring_Cultist","Cultist","Creature","","Valheim"
"Fenring_Cultist_Hildir","<color=orange>Geirrhafa</color>","Creature","","Valheim"
"Fenring_Cultist_Hildir_nochest","<color=orange>Geirrhafa</color>","Creature","","Valheim"
"fenrirhide_hanging","Fenris Hair","Undefined","","Valheim"
"FernFiddleHeadAshlands","FernFiddleHeadAshlands","Undefined","","Valheim"
"Fiddleheadfern","Fiddlehead","Food","$item_fiddleheadfern_description","Valheim"
"FierySvinstew","Fiery Svinstew","Food","$item_fierysvinstew_description","Valheim"
"FineWood","Finewood","Item","$item_finewood_description","Valheim"
"FirCone","Fir Cone","Item","$item_fircone_description","Valheim"
"FireworksRocket_Blue","Blue Fireworks","Item","$item_fireworkrocket_description","Valheim"
"FireworksRocket_Cyan","Cyan Fireworks","Item","$item_fireworkrocket_description","Valheim"
"FireworksRocket_Green","Green Fireworks","Item","$item_fireworkrocket_description","Valheim"
"FireworksRocket_Purple","Purple Fireworks","Item","$item_fireworkrocket_description","Valheim"
"FireworksRocket_Red","Red Fireworks","Item","$item_fireworkrocket_description","Valheim"
"FireworksRocket_White","Basic Fireworks","Item","$item_fireworkrocket_description","Valheim"
"FireworksRocket_Yellow","Yellow Fireworks","Item","$item_fireworkrocket_description","Valheim"
"FirTree","Fir","Undefined","","Valheim"
"FirTree_oldLog","Log","Undefined","","Valheim"
"FirTree_small","Fir","Undefined","","Valheim"
"FirTree_small_dead","Fir","Undefined","","Valheim"
"Fish1","Perch","Item","$fish1_description","Valheim"
"Fish10","Northern Salmon","Item","$fish10_description","Valheim"
"Fish11","Magmafish","Item","$fish11_description","Valheim"
"Fish12","Pufferfish","Item","$fish12_description","Valheim"
"Fish2","Pike","Item","$fish2_description","Valheim"
"Fish3","Tuna","Item","$fish3_description","Valheim"
"Fish4_cave","Tetra","Item","$fish4_description","Valheim"
"Fish5","Trollfish","Item","$fish5_description","Valheim"
"Fish6","Giant Herring","Item","$fish6_description","Valheim"
"Fish7","Grouper","Item","$fish7_description","Valheim"
"Fish8","Coral Cod","Item","$fish8_description","Valheim"
"Fish9","Anglerfish","Item","$fish9_description","Valheim"
"FishAndBread","Fish 'n' Bread","Food","$item_fishandbread_description","Valheim"
"FishAndBreadUncooked","Uncooked Fish 'n' Bread","Item","$item_breaddough_description","Valheim"
"FishAnglerRaw","Raw Fish","Item","$item_fish_raw_description","Valheim"
"FishCooked","Cooked Fish","Food","$item_fish_cooked_description","Valheim"
"FishingBait","Fishing Bait","Item","$item_fishingbait_description","Valheim"
"FishingBaitAshlands","Hot Fishing Bait","Item","$item_fishingbait_ashlands_description","Valheim"
"FishingBaitCave","Cold Fishing Bait","Item","$item_fishingbait_cave_description","Valheim"
"FishingBaitDeepNorth","Frosty Fishing Bait","Item","$item_fishingbait_deepnorth_description","Valheim"
"FishingBaitForest","Mossy Fishing Bait","Item","$item_fishingbait_forest_description","Valheim"
"FishingBaitMistlands","Misty Fishing Bait","Item","$item_fishingbait_mistlands_description","Valheim"
"FishingBaitOcean","Heavy Fishing Bait","Item","$item_fishingbait_ocean_description","Valheim"
"FishingBaitPlains","Stingy Fishing Bait","Item","$item_fishingbait_plains_description","Valheim"
"FishingBaitSwamp","Sticky Fishing Bait","Item","$item_fishingbait_swamp_description","Valheim"
"FishingRod","Fishing Rod","Weapon","$item_fishingrod_description","Valheim"
"FishRaw","Raw Fish","Item","$item_fish_raw_description","Valheim"
"FishWraps","Fish Wraps","Food","$item_fishwraps_description","Valheim"
"FistFenrirClaw","Flesh Rippers","Weapon","$item_fistweapon_fenris_description","Valheim"
"Flametal","Ancient Metal","Item","$item_flametal_old_description","Valheim"
"FlametalNew","Flametal","Item","$item_flametal_description","Valheim"
"FlametalOre","Glowing Metal Ore","Item","$item_flametal_old_description","Valheim"
"FlametalOreNew","Flametal Ore","Item","$item_flametalore_description","Valheim"
"FlametalRockstand","FlametalRockstand","Undefined","","Valheim"
"FlametalRockstand_frac","FlametalRockstand_frac","Undefined","","Valheim"
"Flax","Flax","Item","$item_flax_description","Valheim"
"Flint","Flint","Item","$item_flint_description","Valheim"
"flying_core","flying_core","Undefined","","Valheim"
"FragrantBundle","Fragrant Bundle","Item","$item_fragrantbundle_description","Valheim"
"FreezeGland","Freeze Gland","Item","$item_freezegland_description","Valheim"
"FreshSeaweed","Fresh Seaweed","Item","$item_freshseaweed_description","Valheim"
"gd_king","The Elder","Creature","","Valheim"
"GemstoneBlue","Iolite","Item","$item_gemstone_blue_description","Valheim"
"GemstoneGreen","Jade","Item","$item_gemstone_green_description","Valheim"
"GemstoneRed","Bloodstone","Item","$item_gemstone_red_description","Valheim"
"Ghost","Ghost","Creature","","Valheim"
"giant_arm","giant_arm","Undefined","","Valheim"
"giant_brain","Soft Tissue","Undefined","","Valheim"
"giant_brain_frac","Soft Tissue","Undefined","","Valheim"
"giant_helmet1","Ancient Armour","Undefined","","Valheim"
"giant_helmet1_destruction","Ancient Armour","Undefined","","Valheim"
"giant_helmet2","Ancient Armour","Undefined","","Valheim"
"giant_helmet2_destruction","Ancient Armour","Undefined","","Valheim"
"giant_ribs","Petrified Bone","Undefined","","Valheim"
"giant_ribs_frac","Petrified Bone","Undefined","","Valheim"
"giant_skull","Petrified Bone","Undefined","","Valheim"
"giant_skull_frac","Petrified Bone","Undefined","","Valheim"
"giant_sword1","Ancient Sword","Undefined","","Valheim"
"giant_sword1_destruction","Ancient Sword","Undefined","","Valheim"
"giant_sword2","Ancient Sword","Undefined","","Valheim"
"giant_sword2_destruction","Ancient Sword","Undefined","","Valheim"
"GiantBloodSack","Blood Clot","Item","$item_bloodclot_description","Valheim"
"Gjall","Gjall","Creature","","Valheim"
"Goblin","Fuling","Creature","","Valheim"
"goblin_banner","goblin_banner","Undefined","","Valheim"
"goblin_fence","goblin_fence","Undefined","","Valheim"
"Goblin_Gem","Riktig Fuling","Creature","","Valheim"
"goblin_pole","goblin_pole","Undefined","","Valheim"
"goblin_pole_small","goblin_pole_small","Undefined","","Valheim"
"goblin_roof_45d","goblin_roof_45d","Undefined","","Valheim"
"goblin_roof_45d_corner","goblin_roof_45d_corner","Undefined","","Valheim"
"goblin_roof_cap","goblin_roof_cap","Undefined","","Valheim"
"goblin_totempole","goblin_totempole","Undefined","","Valheim"
"goblin_trashpile","goblin_trashpile","Undefined","","Valheim"
"goblin_woodwall_1m","goblin_woodwall_1m","Undefined","","Valheim"
"goblin_woodwall_2m","goblin_woodwall_2m","Undefined","","Valheim"
"goblin_woodwall_2m_ribs","goblin_woodwall_2m_ribs","Undefined","","Valheim"
"GoblinArcher","Fuling","Creature","","Valheim"
"GoblinBrute","Fuling Berserker","Creature","","Valheim"
"GoblinBrute_Hildir","<color=orange>Thungr</color>","Creature","","Valheim"
"GoblinBruteBros","<color=orange>Zil & Thungr</color>","Creature","","Valheim"
"GoblinBruteBros_nochest","<color=orange>Zil & Thungr</color>","Creature","","Valheim"
"GoblinKing","Yagluth","Creature","","Valheim"
"GoblinShaman","Fuling Shaman","Creature","","Valheim"
"GoblinShaman_Hildir","<color=orange>Zil</color>","Creature","","Valheim"
"GoblinShaman_Hildir_nochest","<color=orange>Zil</color>","Creature","","Valheim"
"GoblinTotem","Fuling Totem","Item","$item_goblintotem_description","Valheim"
"Grausten","Grausten","Item","$item_grausten_description","Valheim"
"GraveStone_Broken_CharredTwitcherNest","GraveStone_Broken_CharredTwitcherNest","Undefined","","Valheim"
"GraveStone_Broken_World","GraveStone_Broken_World","Undefined","","Valheim"
"GraveStone_CharredTwitcherNest","GraveStone_CharredTwitcherNest","Undefined","","Valheim"
"GraveStone_Elite_Broken_CharredTwitcherNest","GraveStone_Elite_Broken_CharredTwitcherNest","Undefined","","Valheim"
"GraveStone_Elite_CharredTwitcherNest","GraveStone_Elite_CharredTwitcherNest","Undefined","","Valheim"
"Greydwarf","Greydwarf","Creature","","Valheim"
"Greydwarf_Elite","Greydwarf Brute","Creature","","Valheim"
"Greydwarf_Root","Greydwarf_Root","Undefined","","Valheim"
"Greydwarf_Shaman","Greydwarf Shaman","Creature","","Valheim"
"GreydwarfEye","Greydwarf Eye","Item","$item_greydwarfeye_description","Valheim"
"Greyling","Greyling","Creature","","Valheim"
"Guck","Guck","Item","$item_guck_description","Valheim"
"GuckSack","Guck Sack","Undefined","","Valheim"
"GuckSack_small","Guck Sack","Undefined","","Valheim"
"Haldor","Haldor","Undefined","","Valheim"
"Hammer","Hammer","Item","$item_hammer_description","Valheim"
"hanging_hairstrands","hanging_hairstrands","Undefined","","Valheim"
"HardAntler","Hard Antler","Item","$item_hardantler_description","Valheim"
"Hare","Hare","Creature","","Valheim"
"HareMeat","Hare Meat","Item","$item_hare_meat_description","Valheim"
"Hatchling","Drake","Creature","","Valheim"
"HealthUpgrade_Bonemass","Bonemass heart","Food","$item_healthupgrade_description","Valheim"
"HealthUpgrade_GDKing","Elder heart","Food","$item_healthupgrade_description","Valheim"
"HeathRockPillar","HeathRockPillar","Undefined","","Valheim"
"HeathRockPillar_frac","HeathRockPillar_frac","Undefined","","Valheim"
"HelmetAshlandsMediumHood","Hood of Ask","Armor","$item_helmet_medium_ashlands_description","Valheim"
"HelmetBronze","Bronze Helmet","Armor","$item_helmet_bronze_description","Valheim"
"HelmetCarapace","Carapace Helmet","Armor","$item_helmet_carapace_description","Valheim"
"HelmetDrake","Drake Helmet","Armor","$item_helmet_drake_description","Valheim"
"HelmetDverger","Dverger Circlet","Armor","$item_helmet_dverger_description","Valheim"
"HelmetFenring","Fenris Hood","Armor","$item_helmet_fenris_description","Valheim"
"HelmetFishingHat","Fishing Hat","Armor","$item_helmet_fishinghat_description","Valheim"
"HelmetFlametal","Flametal Helmet","Armor","$item_helmet_flametal_description","Valheim"
"HelmetHat1","Blue Tied Headscarf","Armor","$item_helmet_hat1_description","Valheim"
"HelmetHat10","Simple Purple Cap","Armor","$item_helmet_hat10_description","Valheim"
"HelmetHat2","Green Twisted Headscarf","Armor","$item_helmet_hat2_description","Valheim"
"HelmetHat3","Brown Fur Cap","Armor","$item_helmet_hat3_description","Valheim"
"HelmetHat4","Extravagant Green Cap","Armor","$item_helmet_hat4_description","Valheim"
"HelmetHat5","Simple Red Cap","Armor","$item_helmet_hat5_description","Valheim"
"HelmetHat6","Yellow Tied Headscarf","Armor","$item_helmet_hat6_description","Valheim"
"HelmetHat7","Red Twisted Headscarf","Armor","$item_helmet_hat7_description","Valheim"
"HelmetHat8","Grey Fur Cap","Armor","$item_helmet_hat8_description","Valheim"
"HelmetHat9","Extravagant Orange Cap","Armor","$item_helmet_hat9_description","Valheim"
"HelmetIron","Iron Helmet","Armor","$item_helmet_iron_description","Valheim"
"HelmetLeather","Leather Helmet","Armor","$item_helmet_leather_description","Valheim"
"HelmetMage","Eitr-weave Hood","Armor","$item_helmet_mage_description","Valheim"
"HelmetMage_Ashlands","Hood of Embla","Armor","$item_helmet_mage_ashlands_description","Valheim"
"HelmetMidsummerCrown","Midsummer Crown","Armor","$item_helmet_midsummercrown_description","Valheim"
"HelmetOdin","Hood of Odin","Armor","$item_helmet_odin_description","Valheim"
"HelmetPadded","Padded Helmet","Armor","$item_helmet_padded_description","Valheim"
"HelmetPointyHat","Pointy Hat","Armor","$item_helmet_witchhat_description","Valheim"
"HelmetRoot","Root Mask","Armor","$item_helmet_root_description","Valheim"
"HelmetStrawHat","Straw Hat","Armor","$item_helmet_strawhat_description","Valheim"
"HelmetTrollLeather","Troll Leather Hood","Armor","$item_helmet_trollleather_description","Valheim"
"HelmetYule","Yule Hat","Armor","$item_helmet_yule_description","Valheim"
"Hen","Hen","Creature","","Valheim"
"highstone","highstone","Undefined","","Valheim"
"highstone_frac","Rock","Undefined","","Valheim"
"Hildir","Hildir","Undefined","","Valheim"
"HildirKey_forestcrypt","Hildir's Brass Key","Item","$item_hildirkey_description","Valheim"
"HildirKey_mountaincave","Hildir's Silver Key","Item","$item_hildirkey_description","Valheim"
"HildirKey_plainsfortress","Hildir's Bronze Key","Item","$item_hildirkey_description","Valheim"
